visit_id,customer_id,unit_id,visited_at,purpose
V5515825,C101499,Unit 460,2022/07/14 13:26,inspection
V5306355,C101562,Unit 62,2018/08/28 23:10,move-out
V9538886,C100989,u1246,25-Jan-2019 04:33AM,inspection
V0357951,C101587,U1117,08/04/2025 10:46,inspection
V6289268,C100856,#388,27/08/2025 08:47,pickup
V6994350,C100836,u1384,20210923T091800,inspection
V2564121,C100535,U1327,19-Nov-2018 12:16PM,delivery
V4079073,C101598,U1463,09/11/2020 08:18,pickup
V7776276,C101284,112A,2020/06/12 00:34,inspection
V6790380,C101939,u1372,22/03/2025 19:47,move-out
V0920459,C100998,u1218,25/10/2024 18:22,inquiry
V4012037,C101016,u1389,2024-04-22 21:17:00,inspection
V9085369,C101266,#363,11/07/2024 22:30,pickup
V4282304,C100530,u1366,19-Apr-2023 09:40PM,inquiry
V5493118,C100797,219A,2019/08/17 15:19,delivery
V6960806,C101959,u1278,2025-08-24 02:19:00,inspection
V8854981,C100541,229A,2023/07/29 11:27,payment
V6695445,C102159,U1036,20230809T222300,inquiry
V0701162,C101900,#385,20220813T080900,access
V3194416,C102093,Unit 220,14/11/2018 07:26,delivery
V1598185,C101722,267A,11/07/2022 15:16,access
V5120754,C100654,#477,20180710T214700,inspection
V4480018,C100455,u1078,20190302T033500,move-out
V0017221,C100056,U1201,14/02/2024 15:17,pickup
V4564006,C101440,U1456,26/02/2022 21:43,inquiry
V9813483,C100694,u1414,2023/01/10 06:17,access
V0587792,C101410,#200,2019-07-26 16:06:00,move-out
V8680521,C101221,U1173,27-Dec-2022 03:15PM,inspection
V4678827,C100585,u1372,20210428T185700,access
V9350006,C101586,#72,2023/07/19 03:43,inspection
V3188499,C100118,#249,2026/02/13 13:12,inquiry
V7146345,C101668,U1377,26/10/2024 00:25,delivery
V0016114,C101578,U1339,2026-01-29 00:42:00,move-out
V9871240,C101462,406A,20210719T030900,delivery
V8089930,C101214,U1340,29/07/2024 05:46,inquiry
V7485749,C101648,288A,09/10/2023 10:10,pickup
V8494399,C100310,#296,2018-02-15 10:41:00,delivery
V1345169,C101293,U1350,22-Apr-2023 05:17PM,move-out
V0953116,C100515,U1433,2018-07-05 14:57:00,delivery
V0034817,C100918,U1383,10-Dec-2021 04:55AM,move-out
V2211263,C102063,U1173,20231215T051300,payment
V1268463,C101121,#138,14-Jul-2023 03:39PM,delivery
V2096339,C101680,U1149,2021/04/23 01:59,delivery
V8112039,C101143,Unit 255,02-Aug-2022 03:15AM,delivery
V8208083,C100352,#87,2018/07/20 09:33,inquiry
V3369296,C100554,#266,20190227T104700,delivery
V7812776,C101283,#226,2025-10-19 11:52:00,inquiry
V8028668,C100841,#284,22/06/2018 01:27,pickup
V7262252,C101581,493A,01/08/2019 09:42,pickup
V7352355,C101885,#79,20191011T233400,pickup
V6169806,C101360,#57,2024-05-19 04:51:00,pickup
V6234443,C100929,#22,20200730T211100,inquiry
V2831462,C101688,Unit 347,20240221T084800,access
V0874092,C101424,u1403 - ,2018-08-09 07:30:00,inspection
V8266124,C100880,U1377,20230120T024500,inspection
V3116774,C100871,u1445,20250115T020200,payment
V0351268,C101313,Unit 106,2023-10-20 11:56:00,inquiry
V0707174,C101166,U1116,27/04/2023 06:02,access
V5826520,C100368,442A,2021-07-08 13:26:00,access
V3542752,C100789,U1346,28/08/2018 20:51,inquiry
V9606793,C102124,82A,2021/04/19 15:41,pickup
V1291180,C101310,#417,2022/11/21 11:01,payment
V9007791,C101182,Unit 436,22-Sep-2024 04:42PM,access
V1902895,C100605,#7,2025-03-30 19:48:00,inspection
V0929936,C100166,U1474,26/04/2023 08:59,inspection
V6974818,C100569,#31,2020-04-24 00:39:00,delivery
V1405037,C100526,u1047,2022-05-18 07:22:00,delivery
V2112589,C100123,u1091,11-Nov-2025 07:08PM,inspection
V6350992,C101314,98A,26-Oct-2019 12:12PM,inspection
V9987626,C100227,U1402,24-Sep-2025 01:22AM,payment
V8853435,C101561,76A,2022-11-28 13:11:00,delivery
V3128429,C101102,U1398,20241204T170600,payment
V5441429,C101597,Unit 297,2021/06/22 15:37,delivery
V6742208,C100207,U1393,20240425T123900,inspection
V8873160,C101159,u1354,31-Dec-2019 01:39AM,inspection
V1081947,C101014,U1150,2025-10-12 14:39:00,payment
V9170866,C100960,Unit 318,09-Dec-2025 10:37AM,inspection
V4205762,C100155,U1173,19-Jan-2020 08:24PM,move-out
V2787588,C101925,#53,2019/02/23 22:08,access
V0485977,C101130,#12,20231022T004600,move-out
V7863593,C101252,U1463,2020-03-13 15:49:00,payment
V7486899,C101618,#314,20220325T234800,move-out
V2214476,C101820,#57,20220218T215500,access
V0458080,C101060,U1474,2018/06/12 18:40,delivery
V2509047,C100492,Unit 49,2025-10-13 17:35:00,access
V8788234,C101306,u1441,18/06/2020 18:34,move-out
V0459257,C100925,U1033,2020/06/01 09:49,pickup
V3999947,C100750,U1001,20190111T100700,access
V4660382,C101960,U1468,31/07/2019 00:53,inspection
V9473025,C101459,#293,08/02/2019 23:49,pickup
V0208748,C100713,#483,2019-09-10 04:01:00,inspection
V7713189,C101229,82A,2026-02-06 12:16:00,inspection
V3103405,C101789,U1340,2025-01-24 21:07:00,payment
V7656446,C100626,U1497,2024/10/17 23:46,move-out
V2326961,C100575,u1250,24-Nov-2024 04:56AM,pickup
V4514861,C101624,#388,2019/10/03 11:59,payment
V8973382,C100653,Unit 83,2020/11/03 18:45,access
V5749694,C101143,u1462,07/02/2021 05:58,inquiry
V4657760,C101044,U1292,2021/09/02  22:05,move-out
V8307185,C101101,Unit 498,2025-02-17 11:05:00,payment
V2011311,C101704,Unit 283,2023-08-26 21:18:00,inquiry
V2689856,C100159,404A,29/09/2025 17:03,inquiry
V3968612,C101790,77A,17-Nov-2025 08:59PM,inquiry
V1544512,C101903,U1333,24/08/2020 04:52,access
V6048951,C100378,Unit 240,2021-06-13 00:44:00,move-out
V3193170,C101685,#437,2020/03/07 21:44,access
V8140665,C101274,U1040,2019-12-24 19:29:00,access
V4438796,C100494,#379,06-May-2020 08:10AM,inquiry
V0431803,C102110,Unit 498,2024/04/16 18:49,payment
V2045160,C101881,207A,2018-09-23 08:17:00,payment
V9862696,C101003,71A,2022/04/16 01:55,payment
V1823121,C100195,u1400,2021-08-30 16:35:00,move-out
V3518988,C101495,Unit 395,2021/01/13 18:48,move-out
V9196904,C100400,u1374,25-Oct-2020 12:49AM,payment
V5439413,C102169,u1160,22/10/2018 02:28,delivery
V3786508,C100447,U1118,2019-06-05 08:39:00,inspection
V6297318,C101935,464A,17/11/2025 05:04,access
V3995706,C101725,U1456,20250922T163900,delivery
V1149243,C101245,#375,03-Sep-2021 10:54PM,move-out
V4272117,C100740,#363,20230707T193000,payment
V4856016,C101607,#128,20240401T152800,move-out
V1218156,C101845,#430,20230325T175000,pickup
V0770079,C100626,u1262,22/10/2022 11:23,payment
V5078681,C101485,u1234,2018/06/19 11:02,move-out
V4225207,C101415,#11,23/03/2018 16:41,access
V4310422,C101970,u1217,19-Sep-2023 04:48AM,payment
V2158886,C100672,U1033,2025/03/09 22:22,payment
V9331826,C100565,#305,20201023T063300,inquiry
V7748814,C100769,U1001,06/02/2025 08:22,delivery
V7400224,C101432,Unit 381,2019-09-03 04:21:00,inspection
V3698242,C100908,u1042,20200121T165300,payment
V7346016,C102188,452A,20/06/2020 10:16,access
V8252044,C100453,399A,20250307T015700,delivery
V1829336,C100788,213A,08/07/2018 11:36,move-out
V1709007,C101559,45A,20240927T045100,pickup
V1656641,C101984,Unit 68,2023-10-22 13:45:00,inquiry
V6017105,C100989,Unit 171,2025-11-01 01:17:00,inquiry
V9621537,C100110,#471,10-Dec-2020 04:04AM,inspection
V6562210,C100679,u1303,2019/07/08 12:23,access
V8108192,C101822,410A,15/04/2020 10:37,delivery
V2433488,C100370,u1466,2021-07-06 08:25:00,payment
V7934558,C101656,#93,22-Oct-2024 09:15AM,access
V5502958,C101041,#284,2020/10/24 17:07,access
V7498844,C101483,Unit 341,2020/11/17 10:33,inquiry
V4026916,C100415,u1429,07/06/2020 20:24,pickup
V4870923,C101344,#200,18-Aug-2018 08:10PM,payment
V8901545,C101710,u1384,2023-12-25 08:25:00,access
V9259972,C101005,Unit 491,09/08/2019 10:33,delivery
V8090961,C102088,37A,03-Oct-2020 03:31AM,pickup
V6958412,C102098,U1335,2024/08/04 23:22,move-out
V9709017,C101846,Unit 381,15/07/2025 18:26,inspection
V6833836,C100173,u1320,20180424T005100,inspection
V4318329,C101452,U1398,20180814T031400,access
V5535631,C101248,U1346,2020/04/14 21:28,inquiry
V1955340,C101889,Unit 294,2023-08-03 11:50:00,payment
V2412310,C100198,267A,2019-02-19 11:56:00,access
V9134207,C100333,#437,20210426T121100,delivery
V3367708,C101544,288A,06/04/2021 17:16,pickup
V3917046,C101412,394A,2023/08/05 08:48,payment
V9365614,C101668,#416,2021/06/08 23:40,pickup
V3588819,C101363,u1168,24/04/2025 02:56,inspection
V8824028,C101156,U1478,20250707T132700,move-out
V1662320,C100555,71A,07-Sep-2022 03:26PM,payment
V5495034,C101307,u1042,08/04/2025 18:39,inspection
V0269636,C101294,U1448,20/01/2021 02:52,move-out
V6095264,C101869,U1188,09/05/2018 19:35,inquiry
V2827319,C100264,u1218,2026/02/11 12:11,move-out
V2103317,C100029,194A,20241114T123600,delivery
V7614929,C102133,U1499,2019/06/05 06:36,pickup
V3839460,C100297,u1312,15/03/2018 01:49,access
V6457954,C101007,Unit 395,16-Aug-2023 08:34PM,inquiry
V4673470,C100708,108A,10/11/2025 01:13,delivery
V8753178,C101907,u1276,2023-02-22 12:27:00,access
V1964176,C100152,u1367,2019-04-25 16:35:00,delivery
V5898254,C101744,213A,14/12/2018 18:57,pickup
V0957758,C100882,#489 - ,09/05/2023 12:43,payment
V8724247,C101208,u1365,20251014T142900,payment
V8781473,C101040,158A,11/02/2019 06:18,access
V4123401,C101376,U1142,20220602T034400,inspection
V3969070,C100151,Unit 271,20250112T063300,inspection
V2272614,C100232,U1033,2018/01/15 20:21,delivery
V2684944,C101576,u1277,20221214T200300,inspection
V4293551,C100214,U1327,20/08/2020 01:24,payment
V6479564,C101244,U1002,2021/03/13 00:23,access
V6147712,C101108,Unit 255,20220812T144100,access
V6102191,C100632,193A,20250811T143200,access
V5102396,C102143,Unit 197,2023-05-17 03:54:0,delivery
V8453920,C101946,Unit 395,29/12/2024 07:44,payment
V9844462,C102037,u1445,2023-04-24 11:23:00,pickup
V4470714,C100734,Unit 255,02-Jun-2018 08:03PM,move-out
V9549416,C101350,464A,08-Sep-2025 04:19AM,inspection
V5232296,C101421,Unit 74 ,2019/04/28 09:41,delivery
V8484520,C100866,440A,2023-02-06 18:45:00,inquiry
V6808380,C100214,U1173,14-Feb-2023 07:57PM,delivery
V6852329,C100355,189A,20230301T121900,inquiry
V3219185,C100679,394A,2020-03-02 21:22:00,pickup
V2638192,C100603,77A,12/08/2023 21:43,move-out
V9902409,C101796,U1426,01/12/2024 23:01,inspection
V4881189,C100743,u1225,2018/08/18 08:31,pickup
V4524813,C100437,U1376,20180827T054600,pickup
V8602041,C101305,Unit 132,25-Jan-2018 02:58AM,payment
V7489273,C100185,u1144,30-May-2025 09:53PM,delivery
V4949684,C101093,#170 (old),20220806T173400,pickup
V6069196,C101478,244A,2019/10/22 19:45,inspection
V7413126,C100676,u1210,20200115T151900,pickup
V9696604,C101326,Unit 222,2024-03-08 19:32:00,pickup
V5301880,C101549,u1168,22-Dec-2025 01:54AM,inspection
V0864061,C101045,#488,2026/02/19 14:06,inquiry
V2745086,C102178,#4,20220923T151300,payment
V6022442,C102141,u1078,2021-06-23 22:33:00,access
V7678766,C101145,U1001,20180220T160000,payment
V2810803,C101964,U1180,06/07/2018 13:50,access
V3394414,C101807,U1019,20200724T093700,move-out
V4175239,C100649,#473,21/01/2022 09:21,move-out
V7066681,C100620,Unit 313,28/06/2019 22:12,inquiry
V8919334,C101185,#375,2022-01-23 12:37:00,inspection
V4911924,C100668,#483,26/12/2024 14:42,move-out
V3478557,C100775,Unit 261,2021-06-14 18:37:00,access
V6353745,C100734,U1282,2023-01-01 11:48:00,delivery
V2794336,C100568,#159,17/01/2025 01:55,pickup
V8083133,C101372,u1237,2023/03/18 03:55,move-out
V6166943,C100853,Unit 491,26/03/2023 00:08,pickup
V5266513,C100659,U1201,2023-08-28 15:55:00,inspection
V0069516,C100235,Unit 368,20180925T082500,inspection
V7768970,C100384,u1185,20210526T120000,access
V5121642,C102155,u1446,20240402T134800,payment
V4385070,C100515,#443,2019/03/29 18:35,access
V5383159,C100447,Unit 212,21/10/2019 04:34,pickup
V5467973,C100808,u1354,26-Feb-2019 10:21PM,inquiry
V7470795,C101985,#438,2024/06/06 13:32,inquiry
V7298609,C100712,Unit 269,20250911T153300,payment
V8238253,C101826,#177,2025/02/21 19:54,inquiry
V6013561,C101459,Unit 171,12-May-2020 02:23AM,delivery
V9028007,C100639,28A,2020-07-15 13:59:00,delivery
V9674054,C100373,#251,2023-01-15  22:00:00,access
V9697092,C101472,U1456,20250113T235900,pickup
V1814835,C100053,#328,20-Apr-2018 05:35PM,access
V5973813,C101548,#388,20231031T054100,payment
V9078531,C100649,#129,03-Jan-2026 02:16AM,access
V6201927,C102115,76A,2023/11/03 22:48,pickup
V6040245,C101679,#162,12/05/2024 21:24,access
V4842788,C100645,215A,27/09/2018 04:46,move-out
V1678644,C100132,#417,14-Jun-2021 09:24AM,move-out
V3806975,C102085,#223,2025-08-03 16:40:00,move-out
V5785727,C102083,#300,20201009T015200,access
V2162974,C100825,#157,15/03/2020 16:24,move-out
V5614266,C101446,493A,20250414T045300,pickup
V6652157,C101993,U1001,2025-05-14 13:44:00,payment
V7212156,C101757,378A,2022-03-01 03:27:00,delivery
V6258156,C100527,Unit 273,2025-07-15 17:09:00,move-out
V6588659,C100650,#226,2018-12-06 19:16:00,payment
V3770483,C102180,Unit 479,2023/03/14 00:26,delivery
V5956930,C101195,U1203,2025/05/18 01:33,payment
V5080573,C102142,#223,17-Jan-2019 01:49AM,payment
V3176880,C100944,427A,2024/11/08 23:07,payment
V3757061,C100198,Unit 163,2024/03/19 06:42,inspection
V0023381,C100227,u1124,2025-04-14 21:20:00,access
V4096160,C100014,#227,22-Nov-2018 05:27AM,payment
V3978992,C101103,u1467,30/03/2024 17:31,move-out
V3181852,C100927,Unit 212,20250504T204700,payment
V5509301,C101802,Unit 166,20250320T001400,access
V8096811,C100255,U1025,2021-10-30 12:24:00,move-out
V9082495,C100849,u1262,25/12/2024 10:39,pickup
V8328509,C101337,u1247,2021-04-16 10:14:00,payment
V9411084,C100519,#268,2025-03-25 06:40:00,pickup
V6441885,C101757,U1149,10-Sep-2020 05:58AM,delivery
V1113849,C100785,#161 (old),20-Mar-2026 11:01AM,access
V4635615,C100326,u1091,10-Sep-2019 10:16AM,access
V4969449,C100757,U1472,25-Feb-2018 11:41AM,pickup
V7156604,C101289,215A,2019-02-09 17:27:00,inquiry
V6306995,C101810,U1324,09-Dec-2021 03:04AM,inquiry
V3488113,C101448,#430,20250727T174400,access
V4304588,C100219,U1350,20250216T125600,inquiry
V3562882,C101789,#481,20190211T044900,pickup
V5610636,C100381,#279,06-Jun-2020 10:10PM,inquiry
V5123830,C101376,u1467,2025-05-08 20:27:00,payment
V4735858,C100893,Unit 297,2018-04-08 09:50:00,inquiry
V6909773,C100340,u1015,20251121T000000,delivery
V5739834,C102056,u1329,20/08/2025 18:43,pickup
V2945342,C100103,U1478,01-Sep-2021 06:27AM,inspection
V5517507,C100330,u1181,20240118T001100,inquiry
V2959442,C100128,U1333,17/11/2022 03:50,delivery
V1781083,C100514,U1137,2024-02-12 12:50:00,access
V1905554,C100309,#228,20220531T081600,move-out
V4422733,C101899,u1366,07/11/2025 09:21,inspection
V9083233,C101276,u1467,2019/04/06 16:25,access
V5161522,C101685,406A,20180818T175400,inspection
V0890277,C101042,239A,20250104T0129900,payment
V9280363,C101589,Unit 318,2020/03/30 19:23,access
V8310683,C100435,145A,2021-05-19 19:06:00,pickup
V6034405,C102023,#300,2025-02-14 19:07:00,delivery
V3219057,C101932,#22,2019-01-27 21:43:00,inspection
V8272187,C101717,158A,2020/04/24 07:19,access
V6820844,C101222,#127,11-Oct-2025 07:22PM,inquiry
V0420301,C101792,U1183,05/05/2021 09:26,inspection
V1895388,C101645,343A,2020-04-03 22:08:00,access
V7381666,C100047,215A,2023/10/06 11:09,access
V8067077,C101473,U1046,03-Dec-2025 02:51PM,access
V1283624,C101058,Unit 315,17/10/2022 14:42,access
V8854788,C100071,#22,2018-03-27 13:49:00,pickup
V1348554,C101736,382A,02-May-2022 06:13PM,payment
V9824778,C100417,U1052,20190506T223700,payment
V4019001,C101870,u1084,20181231T224100,inquiry
V8453475,C100514,Unit 220,2019/01/24 03:35,payment
V9015603,C100147,u1372,2018-09-28 23:19:00,payment
V0527559,C100685,U1468,21-Dec-2023 05:23PM,inspection
V5613429,C102037,Unit 273,20240912T213400,pickup
V2124244,C101083,U1393,2021/08/07 10:01,access
V3795354,C100686,28A,16/05/2023 06:49,delivery
V3257894,C100030,U1330,2018/11/21 20:17,access
V3749480,C100798,Unit 51,27-Sep-2025 12:00AM,move-out
V6971984,C101310,#87,06/05/2019 01:56,inquiry
V9379176,C101087,u1042,21/11/2019 10:21,pickup
V9328194,C100788,Unit 432,09/05/2025 19:14,access
V6009380,C101411,#177,2019-10-01 08:24:00,pickup
V9824356,C100462,#425,2021/01/29 11:57,payment
V5444891,C100077,U1238,23/03/2021 23:40,move-out
V2141113,C102070,U1136,20230819T180200,move-out
V1488547,C100154,Unit 345,14-Sep-2018 11:50AM,pickup
V6153449,C101650,#300,2019/07/11 20:23,pickup
V5617394,C101144,Unit 212,2025-03-14 04:59:00,move-out
V1724769,C100485,u1372,20250213T091800,inquiry
V7621929,C100177,u1210,07-Apr-2024 08:14AM,delivery
V7106822,C101432,U1201,2025/08/16 17:40,delivery
V9168770,C100729,u1277,06/06/2024 12:20,payment
V7868136,C100995,406A,20230927T201300,pickup
V9884996,C100611,U1046,22/04/2025 18:26,delivery
V6664967,C101403,u1167,27-Dec-2023 01:38AM,inquiry
V4430359,C101594,85A,22/02/2020 04:54,access
V8426405,C100450,Unit 318,25-Feb-2023 05:32PM,inquiry
V4010119,C100318,u1148,02-Feb-2022 06:56PM,inspection
V6856542,C100074,#4,2019-09-18 21:37:00,inquiry
V2348191,C100479,u1027,09-Feb-2020 04:05AM,inspection
V1249662,C101302,u1202,2025-06-13 06:36:00,payment
V8932256,C101996,309A,2022/02/08 12:48,delivery
V6671705,C102193,Unit 496,08-Jan-2023 07:18AM,inquiry
V7190689,C101538,Unit 347,2021/04/30 06:47,inquiry
V4052564,C101750,Unit 38,20210508T011800,delivery
V5313411,C100014,u1374,12/02/2023 00:20,payment
V2641966,C100088,#465,2022-02-02 15:48:00,inquiry
V8901133,C100809,263A,22-Sep-2018 10:59AM,move-out
V8639301,C101753,194A,07/02/2018 05:28,delivery
V7527028,C101615,257A,20250715T203700,access
V9107880,C100215,u1407,2019/06/02 12:38,access
V1224948,C100690,U1456,20-Jul-2019 10:31PM,move-out
V8753307,C100283,u1408,2021-06-04 16:54:00,payment
V7323912,C102183,291A,2020/01/18 06:37,delivery
V3577131,C100009,267A,2023-12-21 17:04:00,inspection
V9669861,C100453,145A,2021-03-30 18:48:00,delivery
V8436664,C101822,#284,12-Mar-2022 03:28PM,access
V7409664,C102060,Unit 381,2023-06-12 06:24:00,inquiry
V9448582,C101174,#281,20241005T102800,inspection
V3965108,C101828,u1409,27-May-2018 07:25PM,payment
V6420186,C101609,332A,2020-09-03 09:53:00,delivery
V5121130,C101591,Unit 88,08/11/2025 14:13,inspection
V0943718,C101595,U1099,2021-01-04 22:59:00,pickup
V7804878,C101723,#356,20201222T153400,move-out
V7464137,C100209,112A,2024/05/13 23:48,inspection
V0918705,C100074,#357,20220526T032800,delivery
V2657301,C102068,#57,20231105T095100,access
V8547524,C101106,#226,23/06/2023 21:53,move-out
V6216689,C100274,#437,20191107T111100,payment
V7064545,C100649,U1214,03-Feb-2021 09:04AM,inspection
V5059003,C100706,452A,2024/04/18 18:52,inquiry
V7944302,C100260,#43,21/03/2021 07:48,access
V5798088,C101902,#419,30-Nov-2025 12:39PM,pickup
V6182199,C102193,Unit 392,2025/06/02 09:08,pickup
V1953163,C101663,u1408,20250530T153700,inquiry
V0776245,C100062,16A,20241001T205300,move-out
V2329109,C100742,u1380,2024/04/01 15:28,payment
V4862440,C100480,Unit 109,22-May-2023 07:13AM,move-out
V2670523,C100302,Unit 286,18/01/2026 23:18,move-out
V2019538,C100946,#437,2022-08-27 04:23:00,delivery
V0461980,C100585,U1116,2020/04/29 23:51,payment
V9408203,C100161,337A,2024/09/17 01:11,access
V0522337,C101945,#443,2021-07-28 19:21:00,access
V6514661,C100297,323A,15-Jul-2024 08:30PM,inspection
V6986158,C100390,U1118,27-Dec-2025 12:08PM,payment
V8396840,C101725,u1320,2021/04/17 16:59,inspection
V9958249,C101836,U1292,09/07/2023 21:50,delivery
V3362078,C100351,U1036,20250304T134600,payment
V2983108,C100317,U1376,07/01/2021 05:20,access
V8000449,C101952,Unit 5,06/04/2022 04:55,inquiry
V0051527,C100999,u1454,20180828T100000,access
V7979580,C100223,Unit 260,20251011T202800,pickup
V4058593,C100210,Unit 13,28-Feb-2023 06:57PM,inspection
V7570977,C101187,344A,2021/12/26 20:45,pickup
V1988108,C100959,U1243,2025/06/24 16:46,pickup
V8581472,C101488,Unit 297,2020-01-30 06:16:00,payment
V3908372,C101861,U1025,25/11/2023 02:02,inquiry
V9441595,C100901,u1069,2020/06/06 07:15,delivery
V0815033,C101136,U1458,2018-05-30 03:55:00,move-out
V7094420,C101982,U1474,20191120T124300,pickup
V5703766,C100662,295A,20250514T045900,move-out
V6760300,C101780,Unit 197,28-Oct-2024 12:43AM,pickup
V8789381,C101228,Unit 74 ,2021-08-11 16:4:00,access
V5408287,C101412,#4,02-Feb-2018 05:05AM,inspection
V0783478,C100220,440A,2022/11/20 12:21,pickup
V9573166,C101978,#425,20241025T160200,move-out
V0181623,C101669,#417,2026/03/11 05:36,payment
V8653857,C101074,u1107,2018-12-14 02:46:00,inspection
V3229771,C101715,484A,11-Feb-2024 11:21PM,delivery
V6623983,C100161,Unit 271,23-Jul-2018 09:59AM,payment
V5810134,C101317,196A,19/05/2024 11:53,pickup
V3540071,C100818,Unit 106,22-Jun-2018 08:37PM,pickup
V0699814,C100157,u1174,2024/02/18 08:21,access
V2154840,C100622,U1487,2018/09/07  1342,access
V4792471,C101429,U1238,2021-12-13 14:05:00,move-out
V3008314,C100494,u1156,2025-01-29 09:14:00,access
V2522601,C101065,#249,04-Jul-2021 11:52PM,payment
V1672394,C100937,U1470,26/01/2022 02:17,inspection
V5537885,C101920,#249,01-Jan-2023 05:09AM,payment
V6964495,C100511,Unit 132,20250510T142900,pickup
V7412216,C100822,U1006,2023/03/18 08:00,payment
